# STATION: KNYC
# STATION NAME: New York City, Central Park
# LATITUDE: 40.78333
# LONGITUDE: -73.96667
# ELEVATION [ft]: 154.0
# STATE: NY
Station_ID,Date_Time,air_temp_set_1,dew_point_temperature_set_1,wind_speed_set_1,visibility_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d
,,Fahrenheit,Fahrenheit,Miles/hour,Statute miles,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit
KNYC,01/16/2018 01:51 UTC,24.98,17.96,5.75,10.0,,,,,17.84
KNYC,01/16/2018 02:51 UTC,24.98,17.06,8.05,10.0,,,,,16.93
KNYC,01/16/2018 03:20 UTC,24.98,17.06,3.44,10.0,,,,,16.93
KNYC,01/16/2018 03:51 UTC,24.98,17.96,4.61,10.0,,,,,17.84
KNYC,01/16/2018 04:51 UTC,24.98,17.06,4.61,10.0,,,30.02,15.98,16.93
KNYC,01/16/2018 05:51 UTC,24.98,17.06,4.61,10.0,26.06,24.98,,,16.93
KNYC,01/16/2018 06:16 UTC,24.98,17.96,0.0,10.0,,,,,17.84
KNYC,01/16/2018 06:26 UTC,24.98,17.96,5.75,10.0,,,,,17.84
KNYC,01/16/2018 06:51 UTC,24.98,17.96,0.0,10.0,,,,,17.84
KNYC,01/16/2018 07:32 UTC,24.98,19.04,4.61,10.0,,,,,18.94
KNYC,01/16/2018 07:51 UTC,24.98,19.94,3.44,10.0,,,,,19.85
KNYC,01/16/2018 08:51 UTC,26.06,21.02,4.61,10.0,,,,,20.93
KNYC,01/16/2018 09:51 UTC,24.98,19.94,3.44,10.0,,,,,19.85
KNYC,01/16/2018 10:51 UTC,26.06,19.94,5.75,10.0,,,,,19.84
KNYC,01/16/2018 11:51 UTC,26.96,21.92,5.75,10.0,26.96,24.98,,,21.83
KNYC,01/16/2018 12:51 UTC,28.04,23.0,4.61,10.0,,,,,22.92
KNYC,01/16/2018 13:51 UTC,28.94,24.08,3.44,10.0,,,,,24.0
KNYC,01/16/2018 14:09 UTC,28.94,24.08,3.44,10.0,,,,,24.0
KNYC,01/16/2018 14:30 UTC,30.92,24.98,4.61,10.0,,,,,24.88
KNYC,01/16/2018 14:51 UTC,32.0,24.98,3.44,10.0,,,,,24.87
KNYC,01/16/2018 15:51 UTC,33.08,24.98,4.61,10.0,,,,,24.86
KNYC,01/16/2018 16:51 UTC,33.98,26.06,0.0,10.0,,,,,25.94
KNYC,01/16/2018 17:29 UTC,35.06,26.06,0.0,9.0,,,,,25.93
KNYC,01/16/2018 17:51 UTC,35.06,26.06,4.61,10.0,35.06,26.96,,,25.93
KNYC,01/16/2018 18:51 UTC,35.06,26.06,3.44,10.0,,,,,25.93
KNYC,01/16/2018 19:51 UTC,35.06,26.06,4.61,10.0,,,,,25.93
KNYC,01/16/2018 20:51 UTC,35.06,26.96,3.44,10.0,,,,,26.84
KNYC,01/16/2018 21:51 UTC,33.08,26.96,4.61,10.0,,,,,26.86
KNYC,01/16/2018 22:20 UTC,33.08,26.06,4.61,10.0,,,,,25.95
KNYC,01/16/2018 22:38 UTC,33.08,26.96,5.75,10.0,,,,,26.86
KNYC,01/16/2018 22:51 UTC,33.08,26.96,4.61,10.0,,,,,26.86
KNYC,01/16/2018 23:17 UTC,33.08,26.96,0.0,10.0,,,,,26.86
KNYC,01/16/2018 23:36 UTC,33.08,26.96,3.44,10.0,,,,,26.86
KNYC,01/16/2018 23:51 UTC,33.08,26.96,4.61,10.0,35.96,33.08,,,26.86
KNYC,01/17/2018 00:11 UTC,33.98,28.04,0.0,10.0,,,,,27.95
KNYC,01/17/2018 00:51 UTC,33.98,28.04,5.75,10.0,,,,,27.95
KNYC,01/17/2018 01:51 UTC,33.98,28.04,4.61,10.0,,,,,27.95
KNYC,01/17/2018 02:05 UTC,33.98,28.94,4.61,10.0,,,,,28.86
KNYC,01/17/2018 02:51 UTC,33.98,28.94,3.44,10.0,,,,,28.86
KNYC,01/17/2018 03:51 UTC,33.98,30.02,3.44,10.0,,,,,29.96
KNYC,01/17/2018 04:28 UTC,35.06,30.02,4.61,10.0,,,,,29.94
KNYC,01/17/2018 04:51 UTC,35.06,30.02,4.61,10.0,,,35.96,24.98,29.94
KNYC,01/17/2018 05:21 UTC,35.06,30.92,4.61,10.0,,,,,30.86
KNYC,01/17/2018 05:51 UTC,35.96,30.92,3.44,10.0,35.96,33.08,,,30.84
KNYC,01/17/2018 06:51 UTC,35.96,32.0,5.75,10.0,,,,,31.94
KNYC,01/17/2018 07:23 UTC,35.96,33.08,5.75,7.0,,,,,33.04
KNYC,01/17/2018 07:51 UTC,35.96,33.08,5.75,5.0,,,,,33.04
KNYC,01/17/2018 08:51 UTC,35.06,33.98,8.05,5.0,,,,,33.96
KNYC,01/17/2018 09:51 UTC,35.96,35.06,3.44,5.0,,,,,35.05
KNYC,01/17/2018 10:51 UTC,35.06,33.08,5.75,3.0,,,,,33.05
KNYC,01/17/2018 11:08 UTC,35.06,33.98,5.75,3.0,,,,,33.96
KNYC,01/17/2018 11:51 UTC,33.98,33.08,0.0,3.0,35.96,33.98,,,33.07
KNYC,01/17/2018 12:33 UTC,33.08,32.0,4.61,3.0,,,,,31.98
KNYC,01/17/2018 12:42 UTC,33.08,32.0,0.0,2.0,,,,,31.98
KNYC,01/17/2018 12:51 UTC,33.08,32.0,0.0,2.0,,,,,31.98
KNYC,01/17/2018 13:20 UTC,33.08,32.0,3.44,0.75,,,,,31.98
KNYC,01/17/2018 13:51 UTC,33.08,32.0,0.0,1.0,,,,,31.98
KNYC,01/17/2018 14:05 UTC,33.08,32.0,0.0,1.25,,,,,31.98
KNYC,01/17/2018 14:28 UTC,33.08,32.0,3.44,1.25,,,,,31.98
KNYC,01/17/2018 14:51 UTC,33.08,32.0,4.61,0.75,,,,,31.98
KNYC,01/17/2018 15:51 UTC,33.08,30.92,5.75,0.75,,,,,30.88
KNYC,01/17/2018 16:15 UTC,33.08,30.92,6.91,0.75,,,,,30.88
KNYC,01/17/2018 16:30 UTC,32.0,30.92,5.75,1.0,,,,,30.9
KNYC,01/17/2018 16:39 UTC,32.0,30.02,6.91,1.5,,,,,29.99
KNYC,01/17/2018 16:47 UTC,33.8,30.2,6.91,2.0,,,,,30.14
KNYC,01/17/2018 16:51 UTC,33.08,30.92,4.61,2.0,,,,,30.88
KNYC,01/17/2018 17:06 UTC,33.08,30.92,6.91,3.0,,,,,30.88
KNYC,01/17/2018 17:16 UTC,33.08,30.92,6.91,2.5,,,,,30.88
KNYC,01/17/2018 17:23 UTC,33.08,30.92,6.91,2.0,,,,,30.88
KNYC,01/17/2018 17:34 UTC,33.08,30.92,8.05,3.0,,,,,30.88
KNYC,01/17/2018 17:45 UTC,33.8,30.2,6.91,2.5,,,,,30.14
KNYC,01/17/2018 17:51 UTC,33.08,30.92,6.91,2.5,33.98,32.0,,,30.88
KNYC,01/17/2018 18:01 UTC,33.08,30.92,8.05,3.0,,,,,30.88
KNYC,01/17/2018 18:11 UTC,33.08,30.92,3.44,1.75,,,,,30.88
KNYC,01/17/2018 18:21 UTC,33.08,30.02,8.05,2.0,,,,,29.97
KNYC,01/17/2018 18:30 UTC,33.08,30.02,9.22,3.0,,,,,29.97
KNYC,01/17/2018 18:44 UTC,33.08,30.02,6.91,7.0,,,,,29.97
KNYC,01/17/2018 18:51 UTC,33.08,30.02,4.61,9.0,,,,,29.97
KNYC,01/17/2018 19:33 UTC,33.08,28.94,6.91,10.0,,,,,28.87
KNYC,01/17/2018 19:51 UTC,33.08,28.04,8.05,2.5,,,,,27.96
KNYC,01/17/2018 20:19 UTC,33.08,28.04,3.44,8.0,,,,,27.96
KNYC,01/17/2018 20:51 UTC,30.92,24.08,6.91,10.0,,,,,23.97
KNYC,01/17/2018 21:51 UTC,28.94,21.02,9.22,10.0,,,,,20.89
KNYC,01/17/2018 22:04 UTC,28.94,21.02,5.75,10.0,,,,,20.89
KNYC,01/17/2018 22:51 UTC,28.94,19.94,9.22,10.0,,,,,19.8
KNYC,01/17/2018 23:10 UTC,28.04,19.04,9.22,10.0,,,,,18.9
KNYC,01/17/2018 23:17 UTC,28.04,17.96,9.22,10.0,,,,,17.8
KNYC,01/17/2018 23:51 UTC,26.96,15.98,11.5,10.0,33.08,26.96,,,15.81
KNYC,01/18/2018 00:51 UTC,24.98,14.0,11.5,10.0,,,,,13.83
KNYC,01/18/2018 01:29 UTC,24.08,12.92,6.91,10.0,,,,,12.75
KNYC,01/18/2018 01:51 UTC,24.08,12.92,8.05,10.0,,,,,12.75
KNYC,01/18/2018 02:51 UTC,23.0,10.04,11.5,10.0,,,,,9.85
KNYC,01/18/2018 03:51 UTC,23.0,10.04,3.44,10.0,,,,,9.85
KNYC,01/18/2018 04:51 UTC,21.92,8.96,5.75,10.0,,,35.96,21.92,8.77
KNYC,01/18/2018 05:05 UTC,21.92,8.96,9.22,10.0,,,,,8.77
KNYC,01/18/2018 05:51 UTC,21.02,8.96,8.05,10.0,26.96,21.02,,,8.78
KNYC,01/18/2018 06:51 UTC,21.02,8.96,5.75,10.0,,,,,8.78
KNYC,01/18/2018 07:51 UTC,19.94,8.96,9.22,10.0,,,,,8.79
KNYC,01/18/2018 08:51 UTC,19.04,8.96,9.22,10.0,,,,,8.8
KNYC,01/18/2018 09:51 UTC,19.04,8.96,4.61,10.0,,,,,8.8
KNYC,01/18/2018 10:51 UTC,19.04,8.96,,10.0,,,,,8.8
KNYC,01/18/2018 11:51 UTC,19.94,8.06,8.05,10.0,21.02,17.96,,,7.87
KNYC,01/18/2018 12:51 UTC,21.02,8.06,8.05,10.0,,,,,7.87
KNYC,01/18/2018 13:51 UTC,21.02,8.06,11.5,10.0,,,,,7.87
KNYC,01/18/2018 14:51 UTC,24.08,6.08,8.05,10.0,,,,,5.84
KNYC,01/18/2018 15:51 UTC,26.06,6.98,8.05,10.0,,,,,6.73
KNYC,01/18/2018 16:51 UTC,28.94,6.98,6.91,10.0,,,,,6.71
KNYC,01/18/2018 17:51 UTC,30.02,6.98,9.22,10.0,30.02,19.94,,,6.71
KNYC,01/18/2018 18:51 UTC,30.92,8.06,8.05,10.0,,,,,7.79
KNYC,01/18/2018 19:51 UTC,30.92,8.06,6.91,10.0,,,,,7.79
KNYC,01/18/2018 20:51 UTC,32.0,10.04,10.36,10.0,,,,,9.78
KNYC,01/18/2018 21:51 UTC,30.92,10.94,10.36,10.0,,,,,10.69
KNYC,01/18/2018 22:51 UTC,30.92,10.94,8.05,10.0,,,,,10.69
KNYC,01/18/2018 23:51 UTC,30.02,12.92,5.75,10.0,32.0,30.02,,,12.69
KNYC,01/19/2018 00:51 UTC,28.94,12.92,4.61,10.0,,,,,12.7
KNYC,01/19/2018 01:51 UTC,28.04,12.02,10.36,10.0,,,,,11.8
KNYC,01/19/2018 02:51 UTC,26.96,12.02,6.91,10.0,,,,,11.81
KNYC,01/19/2018 03:51 UTC,26.06,12.02,4.61,10.0,,,,,11.82
KNYC,01/19/2018 04:51 UTC,26.06,12.02,5.75,10.0,,,32.0,17.96,11.82
KNYC,01/19/2018 05:51 UTC,24.98,12.02,5.75,10.0,30.02,24.98,,,11.83
KNYC,01/19/2018 06:51 UTC,24.98,12.02,4.61,10.0,,,,,11.83
KNYC,01/19/2018 07:51 UTC,24.98,12.02,3.44,10.0,,,,,11.83
KNYC,01/19/2018 08:51 UTC,24.98,12.02,4.61,10.0,,,,,11.83
KNYC,01/19/2018 09:51 UTC,26.06,12.92,,10.0,,,,,12.72
KNYC,01/19/2018 10:51 UTC,26.96,12.02,6.91,10.0,,,,,11.81
KNYC,01/19/2018 11:51 UTC,28.04,12.92,3.44,10.0,28.94,24.08,,,12.71
KNYC,01/19/2018 12:51 UTC,30.02,12.92,3.44,10.0,,,,,12.69
KNYC,01/19/2018 13:51 UTC,30.02,12.92,4.61,10.0,,,,,12.69
KNYC,01/19/2018 14:51 UTC,30.92,12.92,4.61,10.0,,,,,12.69
KNYC,01/19/2018 15:51 UTC,32.0,14.0,8.05,10.0,,,,,13.77
KNYC,01/19/2018 16:51 UTC,33.98,15.08,,10.0,,,,,14.84
KNYC,01/19/2018 17:51 UTC,33.98,15.08,3.44,10.0,33.98,28.04,,,14.84
KNYC,01/19/2018 18:51 UTC,35.06,15.08,4.61,10.0,,,,,14.83
KNYC,01/19/2018 19:51 UTC,37.04,15.98,6.91,10.0,,,,,15.74
KNYC,01/19/2018 20:51 UTC,37.04,15.98,5.75,10.0,,,,,15.74
KNYC,01/19/2018 21:51 UTC,37.04,17.06,5.75,10.0,,,,,16.82
KNYC,01/19/2018 22:51 UTC,37.04,17.06,4.61,10.0,,,,,16.82
KNYC,01/19/2018 23:51 UTC,37.94,17.96,6.91,10.0,37.94,33.98,,,17.72
KNYC,01/20/2018 00:51 UTC,39.02,17.96,6.91,10.0,,,,,17.72
KNYC,01/20/2018 01:51 UTC,39.02,19.04,5.75,10.0,,,,,18.81
KNYC,01/20/2018 02:51 UTC,39.92,19.04,8.05,10.0,,,,,18.8
KNYC,01/20/2018 03:51 UTC,41.0,17.96,8.05,10.0,,,,,17.72
KNYC,01/20/2018 04:51 UTC,39.02,19.04,3.44,10.0,,,41.0,24.08,18.81
KNYC,01/20/2018 05:51 UTC,39.92,19.04,5.75,10.0,41.0,37.94,,,18.8
KNYC,01/20/2018 06:51 UTC,39.02,19.04,9.22,10.0,,,,,18.81
KNYC,01/20/2018 07:51 UTC,37.94,19.04,8.05,10.0,,,,,18.81
KNYC,01/20/2018 08:51 UTC,39.02,19.04,10.36,10.0,,,,,18.81
KNYC,01/20/2018 09:51 UTC,39.92,19.94,9.22,10.0,,,,,19.71
KNYC,01/20/2018 10:51 UTC,39.92,19.94,13.8,10.0,,,,,19.71
KNYC,01/20/2018 11:51 UTC,39.92,19.94,13.8,10.0,39.92,37.94,,,19.71
KNYC,01/20/2018 12:51 UTC,39.92,21.02,10.36,10.0,,,,,20.8
KNYC,01/20/2018 13:51 UTC,42.08,21.92,6.91,10.0,,,,,21.69
KNYC,01/20/2018 14:51 UTC,42.98,23.0,,10.0,,,,,22.78
KNYC,01/20/2018 15:51 UTC,46.94,24.08,13.8,10.0,,,,,23.86
KNYC,01/20/2018 16:51 UTC,50.0,24.98,,10.0,,,,,24.76
KNYC,01/20/2018 17:51 UTC,51.08,24.98,10.36,10.0,51.98,39.02,,,24.76
KNYC,01/20/2018 18:51 UTC,51.98,24.08,12.66,10.0,,,,,23.87
KNYC,01/20/2018 19:51 UTC,50.0,24.98,10.36,10.0,,,,,24.76
KNYC,01/20/2018 20:51 UTC,48.92,26.06,,10.0,,,,,25.84
KNYC,01/20/2018 21:51 UTC,48.02,26.06,3.44,10.0,,,,,25.85
KNYC,01/20/2018 22:51 UTC,46.94,26.06,,10.0,,,,,25.85
KNYC,01/20/2018 23:51 UTC,46.94,26.96,8.05,10.0,51.98,46.04,,,26.75
KNYC,01/21/2018 00:51 UTC,46.04,26.96,8.05,10.0,,,,,26.76
KNYC,01/21/2018 01:51 UTC,46.04,26.96,3.44,10.0,,,,,26.76
KNYC,01/21/2018 02:51 UTC,44.96,26.96,0.0,10.0,,,,,26.76
KNYC,01/21/2018 03:51 UTC,46.04,26.96,5.75,10.0,,,,,26.76
KNYC,01/21/2018 04:51 UTC,44.96,26.96,4.61,10.0,,,51.98,37.94,26.76
KNYC,01/21/2018 05:51 UTC,44.06,28.04,4.61,10.0,46.94,44.06,,,27.86
KNYC,01/21/2018 06:51 UTC,44.06,28.04,,10.0,,,,,27.86
KNYC,01/21/2018 07:51 UTC,44.06,26.96,4.61,10.0,,,,,26.77
KNYC,01/21/2018 08:51 UTC,42.98,26.96,6.91,10.0,,,,,26.77
KNYC,01/21/2018 09:51 UTC,44.06,26.96,3.44,10.0,,,,,26.77
KNYC,01/21/2018 10:51 UTC,42.98,28.04,4.61,10.0,,,,,27.86
KNYC,01/21/2018 11:51 UTC,42.98,28.04,6.91,10.0,44.96,42.08,,,27.86
KNYC,01/21/2018 12:51 UTC,42.98,28.04,4.61,10.0,,,,,27.86
KNYC,01/21/2018 13:51 UTC,44.96,28.04,,10.0,,,,,27.85
KNYC,01/21/2018 14:51 UTC,44.96,28.94,5.75,10.0,,,,,28.76
KNYC,01/21/2018 15:51 UTC,46.04,28.04,5.75,10.0,,,,,27.84
KNYC,01/21/2018 16:51 UTC,46.94,28.94,5.75,10.0,,,,,28.75
KNYC,01/21/2018 17:51 UTC,48.02,28.94,4.61,10.0,48.02,42.98,,,28.75
KNYC,01/21/2018 18:51 UTC,48.92,28.94,3.44,10.0,,,,,28.74
KNYC,01/21/2018 19:51 UTC,50.0,28.94,3.44,10.0,,,,,28.74
KNYC,01/21/2018 20:51 UTC,50.0,28.94,0.0,10.0,,,,,28.74
KNYC,01/21/2018 21:51 UTC,50.0,30.02,0.0,10.0,,,,,29.83
KNYC,01/21/2018 22:51 UTC,48.92,30.92,0.0,10.0,,,,,30.74
KNYC,01/21/2018 23:51 UTC,50.0,33.08,0.0,10.0,50.0,48.02,,,32.91
KNYC,01/22/2018 00:51 UTC,50.0,33.08,0.0,10.0,,,,,32.91
KNYC,01/22/2018 01:38 UTC,50.0,33.98,0.0,10.0,,,,,33.82
KNYC,01/22/2018 01:51 UTC,48.92,33.98,0.0,10.0,,,,,33.82
KNYC,01/22/2018 02:51 UTC,48.92,33.98,0.0,10.0,,,,,33.82
KNYC,01/22/2018 03:51 UTC,48.92,35.06,0.0,10.0,,,,,34.91
KNYC,01/22/2018 04:51 UTC,50.0,35.96,0.0,10.0,,,50.0,42.08,35.81
KNYC,01/22/2018 05:51 UTC,46.94,37.04,0.0,9.0,50.0,46.94,,,36.92
KNYC,01/22/2018 06:51 UTC,44.96,37.04,3.44,10.0,,,,,36.94
KNYC,01/22/2018 07:51 UTC,42.98,37.04,3.44,8.0,,,,,36.96
KNYC,01/22/2018 08:51 UTC,42.98,37.04,0.0,8.0,,,,,36.96
KNYC,01/22/2018 09:51 UTC,42.08,37.04,3.44,8.0,,,,,36.97
KNYC,01/22/2018 10:51 UTC,42.08,35.96,3.44,8.0,,,,,35.88
KNYC,01/22/2018 11:51 UTC,42.08,35.96,3.44,7.0,46.94,41.0,,,35.88
KNYC,01/22/2018 12:51 UTC,42.98,37.04,4.61,5.0,,,,,36.96
KNYC,01/22/2018 13:51 UTC,42.98,37.04,4.61,5.0,,,,,36.96
KNYC,01/22/2018 14:51 UTC,44.06,37.04,4.61,5.0,,,,,36.95
KNYC,01/22/2018 15:51 UTC,44.96,37.94,3.44,4.0,,,,,37.85
KNYC,01/22/2018 16:51 UTC,46.04,37.94,3.44,4.0,,,,,37.84
KNYC,01/22/2018 17:51 UTC,46.04,39.02,5.75,5.0,46.04,42.08,,,38.93
KNYC,01/22/2018 18:51 UTC,46.04,39.02,9.22,5.0,,,,,38.93
KNYC,01/22/2018 19:51 UTC,46.04,39.02,6.91,6.0,,,,,38.93
KNYC,01/22/2018 20:51 UTC,44.96,39.02,8.05,6.0,,,,,38.94
KNYC,01/22/2018 21:51 UTC,42.98,39.02,8.05,6.0,,,,,38.97
KNYC,01/22/2018 22:13 UTC,42.08,39.02,8.05,6.0,,,,,38.98
KNYC,01/22/2018 22:34 UTC,42.08,39.02,5.75,5.0,,,,,38.98
KNYC,01/22/2018 22:51 UTC,42.08,39.02,8.05,5.0,,,,,38.98
KNYC,01/22/2018 23:51 UTC,41.0,37.94,8.05,5.0,46.94,41.0,,,37.89
KNYC,01/23/2018 00:09 UTC,39.92,37.04,8.05,6.0,,,,,37.0
KNYC,01/23/2018 00:47 UTC,39.2,37.4,6.91,6.0,,,,,37.37
KNYC,01/23/2018 00:51 UTC,39.92,37.04,6.91,6.0,,,,,37.0
KNYC,01/23/2018 01:51 UTC,39.02,37.04,4.61,3.0,,,,,37.01
KNYC,01/23/2018 01:59 UTC,39.02,37.04,5.75,3.0,,,,,37.01
KNYC,01/23/2018 02:35 UTC,39.02,37.04,6.91,1.75,,,,,37.01
KNYC,01/23/2018 02:51 UTC,37.94,37.04,8.05,1.5,,,,,37.03
KNYC,01/23/2018 03:19 UTC,37.94,37.94,5.75,0.75,,,,,37.94
KNYC,01/23/2018 03:51 UTC,37.94,37.94,8.05,0.5,,,,,37.94
KNYC,01/23/2018 04:51 UTC,39.02,37.94,8.05,0.5,,,48.92,37.94,37.92
KNYC,01/23/2018 05:40 UTC,37.94,37.94,5.75,1.0,,,,,37.94
KNYC,01/23/2018 05:51 UTC,37.94,37.94,5.75,1.25,41.0,37.94,,,37.94
KNYC,01/23/2018 06:13 UTC,37.94,37.04,6.91,2.5,,,,,37.03
KNYC,01/23/2018 06:26 UTC,37.94,37.04,6.91,3.0,,,,,37.03
KNYC,01/23/2018 06:51 UTC,37.94,37.04,0.0,5.0,,,,,37.03
KNYC,01/23/2018 07:15 UTC,37.94,37.04,3.44,6.0,,,,,37.03
KNYC,01/23/2018 07:44 UTC,39.02,37.94,3.44,5.0,,,,,37.92
KNYC,01/23/2018 07:51 UTC,39.02,37.94,0.0,5.0,,,,,37.92
KNYC,01/23/2018 08:51 UTC,39.92,37.94,3.44,5.0,,,,,37.91
KNYC,01/23/2018 09:17 UTC,41.0,39.02,4.61,5.0,,,,,38.99
KNYC,01/23/2018 09:38 UTC,39.92,39.02,3.44,2.0,,,,,39.01
KNYC,01/23/2018 09:51 UTC,39.92,39.02,3.44,1.0,,,,,39.01
KNYC,01/23/2018 10:14 UTC,41.0,39.02,0.0,0.75,,,,,38.99
KNYC,01/23/2018 10:51 UTC,42.08,41.0,4.61,0.5,,,,,40.98
KNYC,01/23/2018 11:33 UTC,42.98,42.98,5.75,1.0,,,,,42.98
KNYC,01/23/2018 11:47 UTC,44.6,42.8,5.75,2.5,,,,,42.78
KNYC,01/23/2018 11:51 UTC,44.06,44.06,5.75,2.5,44.06,39.02,,,44.06
KNYC,01/23/2018 12:08 UTC,46.94,46.04,9.22,3.0,,,,,46.03
KNYC,01/23/2018 12:51 UTC,50.0,50.0,3.44,4.0,,,,,50.0
KNYC,01/23/2018 13:00 UTC,51.08,50.0,6.91,4.0,,,,,49.99
KNYC,01/23/2018 13:44 UTC,51.98,51.08,5.75,2.5,,,,,51.07
KNYC,01/23/2018 13:51 UTC,51.98,51.08,5.75,2.5,,,,,51.07
KNYC,01/23/2018 13:58 UTC,51.98,51.08,5.75,3.0,,,,,51.07
KNYC,01/23/2018 14:26 UTC,53.06,51.98,8.05,1.75,,,,,51.97
KNYC,01/23/2018 14:38 UTC,53.06,51.98,8.05,2.5,,,,,51.97
KNYC,01/23/2018 14:51 UTC,53.96,53.06,8.05,2.0,,,,,53.05
KNYC,01/23/2018 14:59 UTC,53.96,53.06,8.05,3.0,,,,,53.05
KNYC,01/23/2018 15:10 UTC,55.04,53.96,8.05,4.0,,,,,53.95
KNYC,01/23/2018 15:18 UTC,55.04,53.06,9.22,7.0,,,,,53.04
KNYC,01/23/2018 15:28 UTC,55.04,53.06,9.22,8.0,,,,,53.04
KNYC,01/23/2018 15:51 UTC,55.04,53.06,5.75,7.0,,,,,53.04
KNYC,01/23/2018 16:03 UTC,55.04,53.06,6.91,10.0,,,,,53.04
KNYC,01/23/2018 16:51 UTC,55.94,53.96,6.91,8.0,,,,,53.94
KNYC,01/23/2018 17:49 UTC,55.4,53.6,5.75,1.0,,,,,53.58
KNYC,01/23/2018 17:51 UTC,55.94,53.96,4.61,1.0,55.94,44.06,,,53.94
KNYC,01/23/2018 17:56 UTC,55.94,53.06,3.44,9.0,,,,,53.03
KNYC,01/23/2018 18:51 UTC,59.0,48.92,4.61,10.0,,,,,48.84
KNYC,01/23/2018 19:51 UTC,59.0,48.02,0.0,10.0,,,,,47.93
KNYC,01/23/2018 20:51 UTC,60.08,46.94,0.0,10.0,,,,,46.84
KNYC,01/23/2018 21:38 UTC,55.94,48.92,8.05,1.75,,,,,48.86
KNYC,01/23/2018 21:49 UTC,55.4,48.2,12.66,3.0,,,,,48.13
KNYC,01/23/2018 21:51 UTC,55.04,46.94,10.36,8.0,,,,,46.86
KNYC,01/23/2018 22:51 UTC,51.98,37.94,5.75,10.0,,,,,37.8
KNYC,01/23/2018 23:51 UTC,51.98,37.04,10.36,10.0,60.08,51.08,,,36.9
KNYC,01/24/2018 00:51 UTC,50.0,30.92,19.57,10.0,,,,,30.74
KNYC,01/24/2018 01:51 UTC,46.94,28.04,12.66,10.0,,,,,27.84
KNYC,01/24/2018 02:51 UTC,46.04,28.04,8.05,10.0,,,,,27.84
KNYC,01/24/2018 03:51 UTC,44.96,28.04,5.75,10.0,,,,,27.85
KNYC,01/24/2018 04:51 UTC,44.06,28.04,10.36,10.0,,,60.08,37.94,27.86
KNYC,01/24/2018 05:51 UTC,44.06,26.96,10.36,10.0,51.98,44.06,,,26.77
KNYC,01/24/2018 06:51 UTC,42.98,28.04,6.91,10.0,,,,,27.86
KNYC,01/24/2018 07:51 UTC,42.98,28.94,,10.0,,,,,28.77
KNYC,01/24/2018 08:51 UTC,42.98,28.94,6.91,10.0,,,,,28.77
KNYC,01/24/2018 09:51 UTC,42.98,28.94,10.36,10.0,,,,,28.77
KNYC,01/24/2018 10:51 UTC,42.08,28.94,4.61,10.0,,,,,28.78
KNYC,01/24/2018 11:51 UTC,42.98,26.96,9.22,10.0,44.06,42.08,,,26.77
KNYC,01/24/2018 12:51 UTC,42.08,24.98,8.05,10.0,,,,,24.78
KNYC,01/24/2018 13:51 UTC,41.0,24.08,12.66,10.0,,,,,23.88
KNYC,01/24/2018 14:51 UTC,39.92,23.0,12.66,10.0,,,,,22.79
KNYC,01/24/2018 15:51 UTC,39.92,23.0,9.22,10.0,,,,,22.79
KNYC,01/24/2018 16:51 UTC,41.0,21.92,8.05,10.0,,,,,21.7
KNYC,01/24/2018 17:51 UTC,41.0,21.02,12.66,10.0,42.98,39.02,,,20.79
KNYC,01/24/2018 18:51 UTC,39.02,19.04,10.36,10.0,,,,,18.81
KNYC,01/24/2018 19:51 UTC,37.04,19.04,11.5,10.0,,,,,18.82
KNYC,01/24/2018 20:51 UTC,35.96,17.96,5.75,10.0,,,,,17.73
KNYC,01/25/2018 04:51 UTC,26.96,10.04,11.5,10.0,,,44.06,26.96,9.81
KNYC,01/25/2018 05:51 UTC,24.98,10.94,5.75,10.0,33.08,24.98,,,10.73
KNYC,01/25/2018 06:51 UTC,24.08,10.94,4.61,10.0,,,,,10.74
KNYC,01/25/2018 07:51 UTC,24.08,8.96,6.91,10.0,,,,,8.74
KNYC,01/25/2018 08:51 UTC,23.0,8.06,6.91,10.0,,,,,7.85
KNYC,01/25/2018 09:51 UTC,23.0,10.04,6.91,10.0,,,,,9.85
KNYC,01/25/2018 10:51 UTC,24.08,10.04,5.75,10.0,,,,,9.83
KNYC,01/25/2018 11:51 UTC,24.08,10.04,10.36,10.0,24.98,23.0,,,9.83
KNYC,01/25/2018 12:51 UTC,24.08,10.04,8.05,10.0,,,,,9.83
KNYC,01/25/2018 13:51 UTC,26.06,8.96,6.91,10.0,,,,,8.72
KNYC,01/25/2018 14:51 UTC,26.96,6.98,12.66,10.0,,,,,6.72
KNYC,01/25/2018 15:51 UTC,28.04,5.0,6.91,10.0,,,,,4.73
KNYC,01/25/2018 16:51 UTC,30.02,3.02,5.75,10.0,,,,,2.74
KNYC,01/25/2018 17:51 UTC,33.08,-0.04,11.5,10.0,33.08,24.08,,,-0.32
KNYC,01/25/2018 18:51 UTC,33.08,-2.02,5.75,10.0,,,,,-2.29
KNYC,01/25/2018 19:51 UTC,33.08,-0.94,6.91,10.0,,,,,-1.22
KNYC,01/25/2018 20:51 UTC,33.98,-2.02,6.91,10.0,,,,,-2.29
