# STATION: KNYC
# STATION NAME: New York City, Central Park
# LATITUDE: 40.78333
# LONGITUDE: -73.96667
# ELEVATION [ft]: 154.0
# STATE: NY
Station_ID,Date_Time,air_temp_set_1,dew_point_temperature_set_1,wind_speed_set_1,visibility_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,dew_point_temperature_set_1d
,,Fahrenheit,Fahrenheit,Miles/hour,Statute miles,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit,Fahrenheit
KNYC,01/25/2018 21:51 UTC,32.0,-2.02,9.22,10.0,,,,,-2.29
KNYC,01/25/2018 22:51 UTC,32.0,-0.04,10.36,10.0,,,,,-0.32
KNYC,01/25/2018 23:51 UTC,30.92,-0.94,6.91,10.0,33.98,30.92,,,-1.22
KNYC,01/26/2018 00:51 UTC,30.02,-0.04,3.44,10.0,,,,,-0.32
KNYC,01/26/2018 01:51 UTC,30.02,-0.94,6.91,10.0,,,,,-1.22
KNYC,01/26/2018 02:51 UTC,28.94,1.04,8.05,10.0,,,,,0.75
KNYC,01/26/2018 03:51 UTC,28.94,-0.04,0.0,10.0,,,,,-0.32
KNYC,01/26/2018 04:51 UTC,28.94,-0.04,0.0,10.0,,,33.98,23.0,-0.32
KNYC,01/26/2018 05:51 UTC,28.04,1.04,3.44,10.0,30.92,28.04,,,0.76
KNYC,01/26/2018 06:51 UTC,28.04,-0.04,3.44,10.0,,,,,-0.32
KNYC,01/26/2018 07:51 UTC,26.96,1.04,3.44,10.0,,,,,0.76
KNYC,01/26/2018 08:51 UTC,26.96,1.04,0.0,10.0,,,,,0.76
KNYC,01/26/2018 09:51 UTC,26.06,1.94,3.44,10.0,,,,,1.66
KNYC,01/26/2018 10:51 UTC,26.06,1.04,4.61,10.0,,,,,0.77
KNYC,01/26/2018 11:51 UTC,26.06,1.94,3.44,10.0,28.94,26.06,,,1.66
KNYC,01/26/2018 12:51 UTC,28.04,1.04,4.61,10.0,,,,,0.76
KNYC,01/26/2018 13:51 UTC,28.94,3.92,0.0,10.0,,,,,3.64
KNYC,01/26/2018 14:51 UTC,30.02,6.08,0.0,10.0,,,,,5.81
KNYC,01/26/2018 15:51 UTC,30.92,6.08,0.0,10.0,,,,,5.8
KNYC,01/26/2018 16:51 UTC,33.98,8.96,4.61,10.0,,,,,8.69
KNYC,01/26/2018 17:51 UTC,35.06,8.06,4.61,10.0,35.96,26.06,,,7.79
KNYC,01/26/2018 18:51 UTC,35.96,6.98,3.44,10.0,,,,,6.7
KNYC,01/26/2018 19:51 UTC,37.94,8.06,4.61,10.0,,,,,7.79
KNYC,01/26/2018 20:51 UTC,37.94,10.04,6.91,10.0,,,,,9.76
KNYC,01/26/2018 21:51 UTC,35.96,12.92,5.75,10.0,,,,,12.66
KNYC,01/26/2018 22:51 UTC,33.08,17.06,9.22,10.0,,,,,16.85
KNYC,01/26/2018 23:51 UTC,33.98,19.04,,10.0,37.94,33.08,,,18.84
KNYC,01/27/2018 00:51 UTC,35.06,21.92,8.05,10.0,,,,,21.74
KNYC,01/27/2018 01:51 UTC,33.98,19.04,,10.0,,,,,18.84
KNYC,01/27/2018 02:51 UTC,33.98,21.02,,10.0,,,,,20.84
KNYC,01/27/2018 03:51 UTC,33.98,23.0,3.44,10.0,,,,,22.84
KNYC,01/27/2018 04:51 UTC,35.96,23.0,0.0,10.0,,,37.94,26.06,22.82
KNYC,01/27/2018 05:51 UTC,35.96,24.08,0.0,10.0,37.04,33.08,,,23.92
KNYC,01/27/2018 06:51 UTC,37.04,24.08,,10.0,,,,,23.9
KNYC,01/27/2018 07:51 UTC,37.94,28.04,8.05,10.0,,,,,27.9
KNYC,01/27/2018 08:51 UTC,37.04,30.02,3.44,10.0,,,,,29.92
KNYC,01/27/2018 09:51 UTC,37.94,30.02,6.91,10.0,,,,,29.91
KNYC,01/27/2018 10:51 UTC,37.94,28.94,9.22,10.0,,,,,28.81
KNYC,01/27/2018 11:51 UTC,37.94,28.94,6.91,10.0,39.02,35.96,,,28.81
KNYC,01/27/2018 12:51 UTC,37.04,28.04,,10.0,,,,,27.91
KNYC,01/27/2018 13:51 UTC,39.02,28.04,5.75,10.0,,,,,27.89
KNYC,01/27/2018 14:51 UTC,41.0,28.04,3.44,10.0,,,,,27.87
KNYC,01/27/2018 15:51 UTC,42.98,26.96,3.44,10.0,,,,,26.77
KNYC,01/27/2018 16:51 UTC,46.94,26.06,4.61,10.0,,,,,25.85
KNYC,01/27/2018 17:51 UTC,51.98,24.08,6.91,10.0,51.98,37.04,,,23.87
KNYC,01/27/2018 18:51 UTC,53.96,26.96,6.91,10.0,,,,,26.76
KNYC,01/27/2018 19:51 UTC,53.96,30.92,5.75,10.0,,,,,30.73
KNYC,01/27/2018 20:51 UTC,55.04,35.96,6.91,10.0,,,,,35.8
KNYC,01/27/2018 21:51 UTC,55.04,39.02,9.22,10.0,,,,,38.88
KNYC,01/27/2018 22:51 UTC,55.04,39.92,11.5,10.0,,,,,39.79
KNYC,01/27/2018 23:51 UTC,55.94,39.92,6.91,10.0,55.94,51.98,,,39.78
KNYC,01/28/2018 00:51 UTC,55.04,39.92,5.75,10.0,,,,,39.79
KNYC,01/28/2018 01:51 UTC,55.04,39.92,5.75,10.0,,,,,39.79
KNYC,01/28/2018 02:51 UTC,55.04,39.92,5.75,10.0,,,,,39.79
KNYC,01/28/2018 03:51 UTC,55.04,39.92,9.22,10.0,,,,,39.79
KNYC,01/28/2018 05:51 UTC,55.04,42.08,6.91,10.0,55.94,53.96,,,41.96
KNYC,01/28/2018 06:51 UTC,53.96,44.06,6.91,10.0,,,,,43.97
KNYC,01/28/2018 08:51 UTC,51.08,46.94,4.61,7.0,,,,,46.89
KNYC,01/28/2018 09:30 UTC,50.0,46.94,4.61,10.0,,,,,46.9
KNYC,01/28/2018 09:51 UTC,50.0,46.94,9.22,8.0,,,,,46.9
KNYC,01/28/2018 10:51 UTC,50.0,46.94,6.91,6.0,,,,,46.9
KNYC,01/28/2018 11:51 UTC,48.92,46.94,5.75,6.0,55.04,48.92,,,46.92
KNYC,01/28/2018 12:51 UTC,48.92,46.94,5.75,7.0,,,,,46.92
KNYC,01/28/2018 13:51 UTC,50.0,46.94,3.44,8.0,,,,,46.9
KNYC,01/28/2018 14:51 UTC,48.92,46.04,3.44,10.0,,,,,46.01
KNYC,01/28/2018 15:51 UTC,48.92,46.04,0.0,9.0,,,,,46.01
KNYC,01/28/2018 16:51 UTC,48.92,46.94,0.0,4.0,,,,,46.92
KNYC,01/28/2018 17:51 UTC,48.92,42.08,0.0,10.0,50.0,48.02,,,42.0
KNYC,01/28/2018 18:51 UTC,50.0,42.98,0.0,10.0,,,,,42.9
KNYC,01/28/2018 19:51 UTC,50.0,39.92,0.0,10.0,,,,,39.81
KNYC,01/28/2018 20:51 UTC,50.0,37.04,3.44,10.0,,,,,36.9
KNYC,01/28/2018 21:51 UTC,50.0,37.94,0.0,10.0,,,,,37.81
KNYC,01/28/2018 22:51 UTC,48.92,37.94,3.44,10.0,,,,,37.82
KNYC,01/28/2018 23:51 UTC,48.02,35.06,4.61,10.0,50.0,48.02,,,34.91
KNYC,01/29/2018 00:51 UTC,48.02,33.98,3.44,10.0,,,,,33.83
KNYC,01/29/2018 01:51 UTC,48.02,33.98,4.61,10.0,,,,,33.83
KNYC,01/29/2018 02:51 UTC,48.02,35.06,4.61,10.0,,,,,34.91
KNYC,01/29/2018 03:51 UTC,46.94,35.06,4.61,10.0,,,,,34.92
KNYC,01/29/2018 04:51 UTC,46.94,37.94,3.44,10.0,,,55.04,46.04,37.83
KNYC,01/29/2018 05:51 UTC,46.04,35.06,5.75,10.0,48.92,46.04,,,34.93
KNYC,01/29/2018 06:51 UTC,44.06,30.92,5.75,10.0,,,,,30.76
KNYC,01/29/2018 07:51 UTC,42.98,28.94,9.22,10.0,,,,,28.77
KNYC,01/29/2018 08:51 UTC,41.0,28.04,9.22,10.0,,,,,27.87
KNYC,01/29/2018 09:51 UTC,41.0,26.96,5.75,10.0,,,,,26.78
KNYC,01/29/2018 10:51 UTC,41.0,26.06,10.36,10.0,,,,,25.87
KNYC,01/29/2018 11:51 UTC,41.0,24.98,9.22,10.0,46.04,39.92,,,24.79
KNYC,01/29/2018 12:51 UTC,41.0,24.08,11.5,10.0,,,,,23.88
KNYC,01/29/2018 13:51 UTC,41.0,24.08,8.05,10.0,,,,,23.88
KNYC,01/29/2018 14:51 UTC,42.08,24.98,8.05,10.0,,,,,24.78
KNYC,01/29/2018 15:51 UTC,42.08,24.98,5.75,10.0,,,,,24.78
KNYC,01/29/2018 16:51 UTC,42.98,26.06,14.97,10.0,,,,,25.86
KNYC,01/29/2018 17:51 UTC,42.98,26.06,20.71,10.0,44.06,39.92,,,25.86
KNYC,01/29/2018 18:13 UTC,42.08,26.96,10.36,10.0,,,,,26.78
KNYC,01/29/2018 18:51 UTC,42.98,26.06,8.05,10.0,,,,,25.86
KNYC,01/29/2018 19:51 UTC,42.98,26.06,6.91,10.0,,,,,25.86
KNYC,01/29/2018 20:51 UTC,42.08,26.06,6.91,10.0,,,,,25.87
KNYC,01/29/2018 21:51 UTC,42.08,28.04,9.22,10.0,,,,,27.87
KNYC,01/29/2018 22:51 UTC,42.08,28.94,6.91,10.0,,,,,28.78
KNYC,01/29/2018 23:51 UTC,39.92,28.04,10.36,10.0,42.98,39.92,,,27.88
KNYC,01/30/2018 00:51 UTC,39.92,26.06,5.75,10.0,,,,,25.88
KNYC,01/30/2018 01:51 UTC,39.02,26.06,10.36,10.0,,,,,25.89
KNYC,01/30/2018 02:51 UTC,37.94,26.06,10.36,10.0,,,,,25.9
KNYC,01/30/2018 03:27 UTC,37.94,26.06,11.5,10.0,,,,,25.9
KNYC,01/30/2018 03:51 UTC,37.04,26.06,12.66,10.0,,,,,25.9
KNYC,01/30/2018 04:51 UTC,35.06,26.06,10.36,4.0,,,46.94,35.06,25.93
KNYC,01/30/2018 05:11 UTC,33.98,26.96,11.5,1.75,,,,,26.85
KNYC,01/30/2018 05:51 UTC,32.0,28.04,5.75,1.25,39.92,32.0,,,27.97
KNYC,01/30/2018 06:00 UTC,32.0,28.94,10.36,1.5,,,,,28.89
KNYC,01/30/2018 06:34 UTC,30.92,28.04,8.05,2.0,,,,,27.99
KNYC,01/30/2018 06:42 UTC,30.92,28.94,4.61,3.0,,,,,28.91
KNYC,01/30/2018 06:51 UTC,30.92,28.04,6.91,4.0,,,,,27.99
KNYC,01/30/2018 07:14 UTC,30.92,28.04,4.61,2.0,,,,,27.99
KNYC,01/30/2018 07:23 UTC,30.92,28.04,6.91,1.25,,,,,27.99
KNYC,01/30/2018 07:31 UTC,30.92,26.96,8.05,1.0,,,,,26.89
KNYC,01/30/2018 07:47 UTC,30.2,26.6,5.75,2.0,,,,,26.54
KNYC,01/30/2018 07:51 UTC,30.92,26.96,5.75,1.75,,,,,26.89
KNYC,01/30/2018 08:08 UTC,30.92,26.96,6.91,1.5,,,,,26.89
KNYC,01/30/2018 08:51 UTC,30.02,26.96,6.91,1.5,,,,,26.91
KNYC,01/30/2018 09:18 UTC,30.02,28.04,3.44,1.0,,,,,28.01
KNYC,01/30/2018 09:26 UTC,30.02,28.04,6.91,0.75,,,,,28.01
KNYC,01/30/2018 09:43 UTC,30.02,28.04,0.0,1.0,,,,,28.01
KNYC,01/30/2018 09:51 UTC,30.02,28.04,8.05,1.5,,,,,28.01
KNYC,01/30/2018 10:18 UTC,30.02,28.04,,1.25,,,,,28.01
KNYC,01/30/2018 10:51 UTC,30.02,28.04,5.75,1.75,,,,,28.01
KNYC,01/30/2018 11:27 UTC,30.02,26.96,5.75,2.0,,,,,26.91
KNYC,01/30/2018 11:32 UTC,30.02,28.04,6.91,1.75,,,,,28.01
KNYC,01/30/2018 11:48 UTC,30.2,28.4,4.61,2.0,,,,,28.37
KNYC,01/30/2018 11:51 UTC,30.02,28.04,3.44,2.0,32.0,30.02,,,28.01
KNYC,01/30/2018 12:08 UTC,30.92,28.04,5.75,2.0,,,,,27.99
KNYC,01/30/2018 12:21 UTC,30.92,28.04,5.75,2.0,,,,,27.99
KNYC,01/30/2018 12:36 UTC,30.92,28.04,4.61,2.0,,,,,27.99
KNYC,01/30/2018 12:43 UTC,30.92,26.96,5.75,1.75,,,,,26.89
KNYC,01/30/2018 12:51 UTC,30.92,28.04,5.75,1.5,,,,,27.99
KNYC,01/30/2018 13:08 UTC,30.92,28.04,,2.0,,,,,27.99
KNYC,01/30/2018 13:15 UTC,30.92,28.04,5.75,1.75,,,,,27.99
KNYC,01/30/2018 13:27 UTC,30.92,28.04,8.05,2.0,,,,,27.99
KNYC,01/30/2018 13:35 UTC,30.92,28.04,5.75,2.5,,,,,27.99
KNYC,01/30/2018 13:49 UTC,30.2,28.4,5.75,3.0,,,,,28.37
KNYC,01/30/2018 13:51 UTC,30.92,28.04,6.91,3.0,,,,,27.99
KNYC,01/30/2018 14:51 UTC,32.0,26.96,5.75,6.0,,,,,26.88
KNYC,01/30/2018 15:15 UTC,32.0,26.96,3.44,10.0,,,,,26.88
KNYC,01/30/2018 15:23 UTC,33.08,28.04,4.61,8.0,,,,,27.96
KNYC,01/30/2018 15:30 UTC,33.08,28.04,5.75,9.0,,,,,27.96
KNYC,01/30/2018 15:51 UTC,33.08,28.04,6.91,7.0,,,,,27.96
KNYC,01/30/2018 16:51 UTC,33.98,26.96,0.0,10.0,,,,,26.85
KNYC,01/30/2018 19:29 UTC,33.98,30.02,9.22,3.0,,,,,29.96
KNYC,01/30/2018 19:51 UTC,35.96,28.04,9.22,10.0,,,,,27.92
KNYC,01/30/2018 20:12 UTC,35.96,24.98,6.91,10.0,,,,,24.82
KNYC,01/30/2018 20:51 UTC,33.98,21.02,8.05,10.0,,,,,20.84
KNYC,01/30/2018 21:51 UTC,32.0,17.96,9.22,10.0,,,,,17.76
KNYC,01/30/2018 22:51 UTC,30.92,15.08,12.66,10.0,,,,,14.86
KNYC,01/30/2018 23:51 UTC,28.94,12.92,12.66,10.0,35.96,28.94,,,12.7
KNYC,01/31/2018 00:51 UTC,28.04,10.94,14.97,10.0,,,,,10.71
KNYC,01/31/2018 01:51 UTC,26.96,10.94,6.91,10.0,,,,,10.72
KNYC,01/31/2018 02:51 UTC,26.06,10.94,10.36,10.0,,,,,10.73
KNYC,01/31/2018 03:51 UTC,24.98,10.94,5.75,10.0,,,,,10.73
KNYC,01/31/2018 04:51 UTC,24.08,8.96,11.5,10.0,,,35.96,24.08,8.74
KNYC,01/31/2018 05:51 UTC,23.0,8.06,8.05,10.0,28.94,23.0,,,7.85
KNYC,01/31/2018 06:51 UTC,21.92,6.98,9.22,10.0,,,,,6.77
KNYC,01/31/2018 07:51 UTC,21.02,6.98,6.91,10.0,,,,,6.77
KNYC,01/31/2018 08:51 UTC,19.94,6.08,10.36,10.0,,,,,5.87
KNYC,01/31/2018 09:51 UTC,19.04,5.0,8.05,10.0,,,,,4.79
KNYC,01/31/2018 10:51 UTC,17.96,5.0,10.36,10.0,,,,,4.8
KNYC,01/31/2018 11:51 UTC,17.96,5.0,8.05,10.0,23.0,17.96,,,4.8
KNYC,01/31/2018 12:51 UTC,17.96,3.92,6.91,10.0,,,,,3.72
KNYC,01/31/2018 13:51 UTC,19.04,5.0,6.91,10.0,,,,,4.79
KNYC,01/31/2018 14:51 UTC,21.02,3.02,0.0,10.0,,,,,2.78
KNYC,01/31/2018 15:51 UTC,23.0,3.02,6.91,10.0,,,,,2.77
KNYC,01/31/2018 16:51 UTC,26.96,3.02,,10.0,,,,,2.74
KNYC,01/31/2018 17:51 UTC,28.94,5.0,0.0,10.0,28.94,17.96,,,4.73
KNYC,01/31/2018 18:51 UTC,30.92,5.0,5.75,10.0,,,,,4.72
KNYC,01/31/2018 19:51 UTC,32.0,6.98,0.0,,,,,,6.7
KNYC,01/31/2018 20:51 UTC,32.0,6.08,5.75,,,,,,5.8
KNYC,01/31/2018 21:51 UTC,32.0,10.04,5.75,10.0,,,,,9.78
KNYC,01/31/2018 22:51 UTC,32.0,8.06,4.61,10.0,,,,,7.79
KNYC,01/31/2018 23:51 UTC,32.0,8.96,6.91,10.0,33.08,28.94,,,8.69
